Date;MRVE3.SA;TRPL4.SA;PETR4.SA;VIIA3.SA;MGLU3.SA;BBDC4.SA
2016-02-17;R$6.67;R$0.06;R$5.79;R$1.66;R$6.55;R$1.87
2016-02-18;R$6.54;R$0.07;R$5.90;R$1.63;R$6.52;R$1.96
2016-02-19;R$6.56;R$0.07;R$6.11;R$1.58;R$6.51;R$1.99
2016-02-22;R$6.91;R$0.07;R$6.30;R$1.79;R$6.56;R$1.94
2016-02-23;R$6.84;R$0.07;R$6.17;R$1.74;R$6.50;R$1.89
2016-02-24;R$6.83;R$0.07;R$6.38;R$1.73;R$6.38;R$1.84
2016-02-25;R$6.81;R$0.07;R$6.42;R$1.73;R$6.56;R$2.04
2016-02-26;R$6.83;R$0.07;R$6.44;R$1.73;R$6.42;R$2.14
2016-02-29;R$7.05;R$0.07;R$6.63;R$1.82;R$6.51;R$2.24
2016-03-01;R$7.24;R$0.08;R$6.72;R$1.88;R$6.47;R$2.24
2016-03-02;R$7.40;R$0.08;R$6.51;R$2.00;R$6.44;R$2.20
2016-03-03;R$8.06;R$0.09;R$6.61;R$2.33;R$6.51;R$1.98
2016-03-04;R$8.90;R$0.09;R$6.76;R$2.56;R$6.58;R$2.26
2016-03-07;R$8.65;R$0.09;R$6.66;R$2.61;R$6.49;R$2.42
2016-03-08;R$8.69;R$0.09;R$6.86;R$2.65;R$6.52;R$2.30
2016-03-09;R$8.30;R$0.10;R$6.91;R$2.69;R$6.60;R$2.30
2016-03-10;R$8.54;R$0.10;R$6.98;R$2.82;R$6.71;R$2.40
2016-03-11;R$8.85;R$0.10;R$6.98;R$2.87;R$6.75;R$2.40
2016-03-14;R$8.79;R$0.10;R$6.78;R$2.62;R$6.59;R$2.36
2016-03-15;R$8.33;R$0.10;R$6.81;R$2.34;R$6.64;R$2.36
2016-03-16;R$8.14;R$0.11;R$7.26;R$2.56;R$6.69;R$2.36
2016-03-17;R$9.20;R$0.11;R$7.41;R$2.87;R$6.77;R$2.29
2016-03-18;R$9.08;R$0.10;R$7.58;R$2.88;R$6.79;R$2.41
2016-03-21;R$9.23;R$0.11;R$7.50;R$2.86;R$6.79;R$2.42
2016-03-22;R$9.14;R$0.11;R$7.58;R$2.88;R$6.86;R$2.42
2016-03-23;R$8.84;R$0.12;R$7.60;R$2.76;R$6.85;R$2.38
2016-03-24;R$8.68;R$0.12;R$7.41;R$2.77;R$6.72;R$2.38
2016-03-28;R$9.10;R$0.11;R$7.41;R$2.99;R$6.86;R$2.38
2016-03-29;R$9.26;R$0.11;R$7.50;R$3.01;R$6.84;R$2.38
2016-03-30;R$9.27;R$0.11;R$7.50;R$2.99;R$6.80;R$2.41
2016-03-31;R$8.94;R$0.11;R$7.36;R$2.95;R$6.74;R$2.41
2016-04-01;R$9.12;R$0.11;R$7.51;R$2.96;R$6.72;R$2.38
2016-04-04;R$8.75;R$0.11;R$7.40;R$2.67;R$6.62;R$2.38
2016-04-05;R$8.79;R$0.11;R$7.34;R$2.77;R$6.65;R$2.38
2016-04-06;R$8.56;R$0.10;R$7.52;R$2.69;R$6.57;R$2.38
2016-04-07;R$8.62;R$0.10;R$7.45;R$2.73;R$6.54;R$2.38
2016-04-08;R$9.06;R$0.11;R$7.56;R$2.93;R$6.74;R$2.38
2016-04-11;R$9.22;R$0.11;R$7.48;R$2.97;R$6.78;R$2.38
2016-04-12;R$9.65;R$0.11;R$7.40;R$3.21;R$6.87;R$2.37
2016-04-13;R$10.62;R$0.11;R$7.39;R$3.36;R$6.86;R$2.73
2016-04-14;R$9.49;R$0.11;R$7.46;R$3.25;R$6.73;R$2.40
2016-04-15;R$9.53;R$0.11;R$7.45;R$3.44;R$6.89;R$2.40
2016-04-18;R$9.48;R$0.11;R$7.63;R$3.28;R$6.86;R$2.40
2016-04-19;R$9.50;R$0.11;R$7.73;R$3.41;R$7.04;R$2.46
2016-04-20;R$9.49;R$0.11;R$7.25;R$3.36;R$6.98;R$2.46
2016-04-22;R$9.29;R$0.11;R$7.38;R$3.46;R$7.70;R$2.46
2016-04-25;R$9.08;R$0.11;R$7.45;R$3.31;R$7.53;R$2.46
2016-04-26;R$9.41;R$0.11;R$7.65;R$3.43;R$7.70;R$2.57
2016-04-27;R$9.74;R$0.13;R$7.72;R$3.63;R$7.79;R$2.58
2016-04-28;R$9.54;R$0.12;R$7.69;R$3.63;R$7.76;R$2.59
2016-04-29;R$9.42;R$0.12;R$7.52;R$3.63;R$7.89;R$2.95
2016-05-02;R$9.24;R$0.13;R$7.47;R$3.61;R$7.83;R$2.78
2016-05-03;R$9.04;R$0.13;R$7.35;R$3.47;R$7.78;R$2.78
2016-05-04;R$9.43;R$0.12;R$7.53;R$3.52;R$7.84;R$2.78
2016-05-05;R$9.19;R$0.11;R$7.41;R$3.48;R$7.87;R$2.78
2016-05-06;R$9.24;R$0.13;R$7.38;R$3.57;R$8.06;R$2.69
2016-05-09;R$9.29;R$0.13;R$7.18;R$3.36;R$8.05;R$2.68
2016-05-10;R$9.69;R$0.13;R$7.70;R$3.62;R$8.15;R$2.68
2016-05-11;R$9.79;R$0.13;R$7.63;R$3.63;R$8.15;R$2.80
2016-05-12;R$10.00;R$0.13;R$7.83;R$3.47;R$8.49;R$3.08
2016-05-13;R$9.60;R$0.13;R$7.60;R$3.35;R$8.61;R$3.06
2016-05-16;R$9.43;R$0.13;R$7.53;R$3.46;R$8.55;R$3.41
2016-05-17;R$9.12;R$0.13;R$7.38;R$3.37;R$8.65;R$3.08
2016-05-18;R$9.16;R$0.13;R$7.11;R$3.30;R$8.45;R$2.98
2016-05-19;R$8.97;R$0.13;R$7.25;R$3.18;R$8.39;R$2.78
2016-05-20;R$8.88;R$0.13;R$6.93;R$3.16;R$8.49;R$2.78
2016-05-23;R$8.90;R$0.13;R$6.69;R$3.01;R$8.47;R$2.78
2016-05-24;R$8.93;R$0.13;R$6.66;R$3.02;R$8.40;R$2.78
2016-05-25;R$8.89;R$0.13;R$6.43;R$3.07;R$8.34;R$2.78
2016-05-27;R$8.76;R$0.13;R$6.40;R$2.92;R$8.26;R$2.68
2016-05-30;R$8.74;R$0.13;R$6.34;R$2.97;R$8.30;R$2.68
2016-05-31;R$8.30;R$0.13;R$6.38;R$2.85;R$8.46;R$2.59
2016-06-01;R$8.45;R$0.13;R$6.52;R$2.90;R$8.40;R$2.49
2016-06-02;R$8.73;R$0.13;R$6.65;R$2.95;R$8.40;R$2.59
2016-06-03;R$8.77;R$0.13;R$6.80;R$3.04;R$8.45;R$2.59
2016-06-06;R$8.72;R$0.14;R$6.81;R$3.00;R$8.37;R$2.59
2016-06-07;R$8.83;R$0.14;R$6.77;R$3.06;R$8.34;R$2.59
2016-06-08;R$9.11;R$0.14;R$6.89;R$3.33;R$8.43;R$2.59
2016-06-09;R$9.12;R$0.14;R$6.90;R$3.25;R$8.40;R$2.60
2016-06-10;R$8.76;R$0.14;R$6.83;R$3.11;R$8.35;R$2.60
2016-06-13;R$8.90;R$0.13;R$6.63;R$3.06;R$8.33;R$2.51
2016-06-14;R$8.73;R$0.13;R$6.49;R$2.94;R$8.70;R$2.51
2016-06-15;R$8.74;R$0.13;R$6.54;R$3.02;R$8.56;R$2.51
2016-06-16;R$8.88;R$0.13;R$6.59;R$3.01;R$8.47;R$2.51
2016-06-17;R$8.82;R$0.13;R$6.50;R$3.17;R$8.38;R$2.59
2016-06-20;R$8.97;R$0.14;R$6.79;R$3.25;R$8.41;R$3.18
2016-06-21;R$9.07;R$0.14;R$6.85;R$3.38;R$8.50;R$3.18
2016-06-22;R$9.05;R$0.14;R$6.74;R$3.31;R$8.62;R$3.18
2016-06-23;R$9.35;R$0.14;R$6.88;R$3.43;R$8.67;R$3.43
2016-06-24;R$9.12;R$0.14;R$6.70;R$3.28;R$8.69;R$2.99
2016-06-27;R$8.76;R$0.14;R$6.56;R$3.11;R$8.62;R$2.87
2016-06-28;R$8.98;R$0.14;R$6.68;R$3.26;R$8.74;R$2.90
2016-06-29;R$9.19;R$0.14;R$6.92;R$3.37;R$8.73;R$2.61
2016-06-30;R$9.24;R$0.14;R$6.99;R$3.34;R$8.82;R$3.08
2016-07-01;R$9.41;R$0.15;R$7.11;R$3.48;R$8.74;R$3.08
2016-07-04;R$9.45;R$0.15;R$7.21;R$3.50;R$8.82;R$3.08
2016-07-05;R$9.44;R$0.15;R$7.33;R$3.29;R$8.88;R$3.13
2016-07-06;R$9.44;R$0.15;R$7.36;R$3.37;R$9.08;R$2.89
2016-07-07;R$9.48;R$0.15;R$7.25;R$3.39;R$9.01;R$2.99
2016-07-08;R$9.74;R$0.16;R$7.39;R$3.49;R$9.06;R$2.98
2016-07-11;R$9.85;R$0.16;R$7.60;R$3.67;R$9.19;R$3.38
2016-07-12;R$9.77;R$0.16;R$7.47;R$3.78;R$9.12;R$2.98
2016-07-13;R$9.99;R$0.16;R$7.55;R$3.77;R$9.28;R$3.29
2016-07-14;R$10.40;R$0.16;R$7.68;R$3.88;R$9.38;R$3.37
2016-07-15;R$10.40;R$0.16;R$7.91;R$3.91;R$9.26;R$3.30
2016-07-18;R$10.61;R$0.16;R$8.00;R$4.10;R$9.30;R$3.52
2016-07-19;R$10.57;R$0.16;R$8.15;R$4.18;R$9.33;R$3.52
2016-07-20;R$10.67;R$0.16;R$8.17;R$4.19;R$9.36;R$3.48
2016-07-21;R$10.59;R$0.16;R$8.32;R$4.20;R$9.24;R$3.48
2016-07-22;R$10.66;R$0.16;R$8.47;R$4.23;R$9.32;R$3.48
2016-07-25;R$10.62;R$0.17;R$8.46;R$4.27;R$9.32;R$3.48
2016-07-26;R$10.54;R$0.17;R$8.50;R$4.21;R$9.26;R$3.48
2016-07-27;R$10.57;R$0.17;R$8.55;R$4.08;R$9.48;R$2.99
2016-07-28;R$10.10;R$0.16;R$8.75;R$4.06;R$9.57;R$2.85
2016-07-29;R$10.42;R$0.17;R$8.76;R$4.21;R$9.74;R$2.88
2016-08-01;R$10.43;R$0.17;R$8.70;R$3.99;R$9.49;R$2.93
2016-08-02;R$10.31;R$0.16;R$8.72;R$4.03;R$9.50;R$2.93
2016-08-03;R$10.54;R$0.17;R$8.79;R$4.22;R$9.31;R$2.95
2016-08-04;R$10.66;R$0.19;R$8.63;R$4.26;R$9.56;R$2.81
2016-08-05;R$10.72;R$0.20;R$8.63;R$4.13;R$9.35;R$2.78
2016-08-08;R$10.62;R$0.20;R$8.28;R$4.22;R$9.32;R$2.78
2016-08-09;R$10.56;R$0.21;R$8.32;R$4.21;R$9.17;R$2.94
2016-08-10;R$10.41;R$0.22;R$8.22;R$4.10;R$9.07;R$2.89
2016-08-11;R$10.72;R$0.22;R$8.24;R$4.29;R$9.22;R$3.05
2016-08-12;R$10.74;R$0.22;R$8.17;R$4.25;R$9.20;R$3.16
2016-08-15;R$10.89;R$0.22;R$7.96;R$4.36;R$9.36;R$3.13
2016-08-16;R$10.73;R$0.23;R$7.97;R$4.43;R$9.38;R$2.98
2016-08-17;R$10.85;R$0.24;R$7.99;R$4.52;R$9.55;R$3.03
2016-08-18;R$10.88;R$0.23;R$7.88;R$4.57;R$9.30;R$2.91
2016-08-19;R$10.82;R$0.23;R$7.86;R$4.53;R$9.29;R$2.98
2016-08-22;R$10.53;R$0.23;R$7.83;R$4.38;R$9.00;R$2.93
2016-08-23;R$10.41;R$0.23;R$7.89;R$4.49;R$9.03;R$2.96
2016-08-24;R$10.34;R$0.23;R$7.95;R$4.40;R$9.04;R$2.95
2016-08-25;R$10.39;R$0.23;R$7.88;R$4.44;R$9.34;R$2.95
2016-08-26;R$10.53;R$0.23;R$7.89;R$4.45;R$9.48;R$2.95
2016-08-29;R$10.72;R$0.23;R$7.94;R$4.56;R$9.69;R$2.95
2016-08-30;R$10.75;R$0.23;R$7.92;R$4.64;R$9.64;R$2.93
2016-08-31;R$10.68;R$0.23;R$7.95;R$4.56;R$9.48;R$2.87
2016-09-01;R$10.58;R$0.24;R$7.89;R$4.61;R$9.56;R$2.87
2016-09-02;R$10.89;R$0.25;R$7.93;R$4.81;R$9.59;R$3.03
2016-09-05;R$10.92;R$0.25;R$7.86;R$4.90;R$9.57;R$2.98
2016-09-06;R$11.04;R$0.25;R$7.86;R$4.96;R$9.80;R$2.98
2016-09-08;R$11.18;R$0.25;R$7.79;R$5.04;R$9.61;R$2.98
2016-09-09;R$10.57;R$0.25;R$7.41;R$4.79;R$9.30;R$2.93
2016-09-12;R$10.60;R$0.24;R$7.53;R$4.95;R$9.39;R$2.90
2016-09-13;R$10.16;R$0.23;R$7.53;R$4.61;R$9.30;R$2.91
2016-09-14;R$10.25;R$0.23;R$7.57;R$4.65;R$9.35;R$3.01
2016-09-15;R$10.53;R$0.23;R$7.61;R$4.79;R$9.31;R$2.74
2016-09-16;R$10.33;R$0.23;R$7.59;R$4.67;R$9.25;R$2.77
2016-09-19;R$10.39;R$0.24;R$7.60;R$4.63;R$9.15;R$2.98
2016-09-20;R$10.50;R$0.24;R$7.58;R$4.79;R$9.17;R$2.98
2016-09-21;R$10.71;R$0.26;R$7.73;R$4.84;R$9.25;R$3.08
2016-09-22;R$10.92;R$0.26;R$7.75;R$4.96;R$9.34;R$2.94
2016-09-23;R$10.94;R$0.26;R$7.62;R$4.85;R$9.25;R$2.79
2016-09-26;R$10.80;R$0.27;R$7.47;R$4.75;R$9.34;R$2.79
2016-09-27;R$11.03;R$0.28;R$7.59;R$4.65;R$9.33;R$2.80
2016-09-28;R$11.09;R$0.28;R$7.77;R$4.91;R$9.56;R$2.80
2016-09-29;R$10.91;R$0.28;R$7.75;R$4.76;R$9.40;R$3.07
2016-09-30;R$10.92;R$0.29;R$7.72;R$4.81;R$9.31;R$3.07
2016-10-03;R$11.20;R$0.29;R$7.73;R$4.95;R$9.28;R$3.09
2016-10-04;R$11.36;R$0.29;R$7.68;R$4.97;R$9.32;R$3.10
2016-10-05;R$11.45;R$0.30;R$7.81;R$5.17;R$9.29;R$3.07
2016-10-06;R$11.45;R$0.31;R$7.80;R$5.35;R$9.31;R$3.17
2016-10-07;R$11.61;R$0.32;R$7.88;R$5.41;R$9.34;R$3.38
2016-10-10;R$11.61;R$0.34;R$7.88;R$5.58;R$9.48;R$3.40
2016-10-11;R$11.57;R$0.34;R$7.93;R$5.46;R$9.53;R$3.38
2016-10-13;R$11.58;R$0.33;R$7.75;R$5.59;R$9.72;R$3.16
2016-10-14;R$11.67;R$0.34;R$7.78;R$5.77;R$9.61;R$3.66
2016-10-17;R$11.91;R$0.34;R$7.93;R$5.99;R$9.62;R$3.88
2016-10-18;R$12.20;R$0.34;R$8.15;R$6.18;R$9.60;R$3.58
2016-10-19;R$12.11;R$0.34;R$8.15;R$6.25;R$9.70;R$3.24
2016-10-20;R$12.29;R$0.34;R$8.10;R$6.29;R$9.86;R$3.23
2016-10-21;R$12.17;R$0.35;R$8.07;R$6.36;R$10.06;R$3.30
2016-10-24;R$12.05;R$0.37;R$8.23;R$6.45;R$10.09;R$3.18
2016-10-25;R$12.00;R$0.31;R$8.11;R$6.38;R$10.00;R$3.27
2016-10-26;R$11.95;R$0.26;R$8.18;R$6.42;R$9.92;R$3.14
2016-10-27;R$12.15;R$0.34;R$8.24;R$6.41;R$10.00;R$3.41
2016-10-28;R$12.19;R$0.32;R$8.10;R$6.41;R$9.84;R$3.62
2016-10-31;R$12.58;R$0.34;R$7.99;R$6.27;R$9.77;R$3.73
2016-11-01;R$12.21;R$0.34;R$7.89;R$5.98;R$9.59;R$3.48
2016-11-03;R$11.92;R$0.34;R$7.66;R$5.72;R$9.42;R$3.54
2016-11-04;R$11.92;R$0.35;R$7.66;R$5.67;R$9.44;R$3.66
2016-11-07;R$12.33;R$0.35;R$7.94;R$6.10;R$9.43;R$3.92
2016-11-08;R$12.32;R$0.35;R$8.11;R$6.04;R$9.52;R$4.12
2016-11-09;R$11.99;R$0.37;R$8.05;R$5.90;R$9.38;R$4.10
2016-11-10;R$10.92;R$0.35;R$7.93;R$5.50;R$9.09;R$4.07
2016-11-11;R$10.94;R$0.35;R$7.51;R$4.97;R$8.86;R$3.40
2016-11-14;R$11.02;R$0.34;R$7.53;R$4.96;R$8.83;R$3.75
2016-11-16;R$11.18;R$0.34;R$7.57;R$5.23;R$9.03;R$3.75
2016-11-17;R$10.83;R$0.34;R$7.46;R$5.07;R$9.00;R$3.57
2016-11-18;R$11.02;R$0.35;R$7.34;R$5.15;R$8.89;R$3.65
2016-11-21;R$11.08;R$0.36;R$7.48;R$5.52;R$9.01;R$3.48
2016-11-22;R$11.16;R$0.36;R$7.41;R$5.65;R$8.99;R$3.55
2016-11-23;R$11.21;R$0.37;R$7.37;R$5.62;R$8.95;R$3.73
2016-11-24;R$11.10;R$0.36;R$7.41;R$5.52;R$8.97;R$3.76
2016-11-25;R$11.15;R$0.36;R$7.40;R$5.42;R$8.98;R$3.39
2016-11-28;R$11.29;R$0.37;R$7.35;R$5.48;R$9.01;R$3.50
2016-11-29;R$10.94;R$0.38;R$7.25;R$5.20;R$8.94;R$3.50
2016-11-30;R$11.20;R$0.39;R$7.47;R$5.67;R$8.91;R$3.61
2016-12-01;R$10.57;R$0.37;R$7.11;R$5.47;R$8.85;R$3.33
2016-12-02;R$10.74;R$0.37;R$7.06;R$5.61;R$8.77;R$3.33
2016-12-05;R$10.68;R$0.36;R$6.96;R$5.55;R$8.75;R$3.50
2016-12-06;R$10.91;R$0.38;R$7.07;R$5.73;R$8.71;R$3.48
2016-12-07;R$10.85;R$0.38;R$7.03;R$5.62;R$8.72;R$3.48
2016-12-08;R$10.73;R$0.39;R$7.00;R$5.57;R$8.83;R$3.37
2016-12-09;R$10.88;R$0.40;R$6.94;R$5.52;R$8.85;R$3.43
2016-12-12;R$10.42;R$0.39;R$6.95;R$5.53;R$8.82;R$3.20
2016-12-13;R$10.47;R$0.39;R$7.11;R$5.48;R$8.75;R$3.39
2016-12-14;R$10.34;R$0.38;R$7.05;R$5.23;R$8.77;R$3.58
2016-12-15;R$10.37;R$0.40;R$7.06;R$5.27;R$9.01;R$3.47
2016-12-16;R$10.32;R$0.40;R$7.20;R$5.23;R$9.04;R$3.48
2016-12-19;R$10.09;R$0.39;R$7.07;R$5.09;R$9.28;R$3.53
2016-12-20;R$10.31;R$0.39;R$6.89;R$5.09;R$9.03;R$3.47
2016-12-21;R$10.22;R$0.40;R$6.96;R$5.08;R$9.04;R$3.48
2016-12-22;R$10.18;R$0.39;R$6.95;R$4.97;R$9.06;R$3.55
2016-12-23;R$10.39;R$0.39;R$6.94;R$5.05;R$9.09;R$3.51
2016-12-26;R$10.58;R$0.40;R$7.00;R$5.11;R$8.96;R$3.49
2016-12-27;R$10.48;R$0.39;R$6.99;R$5.11;R$9.09;R$3.49
2016-12-28;R$10.86;R$0.40;R$7.08;R$5.24;R$9.22;R$3.58
2016-12-29;R$11.04;R$0.40;R$7.07;R$5.27;R$9.28;R$3.58
2017-01-02;R$10.96;R$0.38;R$7.14;R$5.20;R$9.23;R$3.78
2017-01-03;R$11.42;R$0.38;R$7.31;R$5.50;R$9.20;R$3.70
2017-01-04;R$11.35;R$0.36;R$7.31;R$5.50;R$9.38;R$3.77
2017-01-05;R$11.48;R$0.37;R$7.34;R$5.58;R$9.39;R$3.78
2017-01-06;R$11.55;R$0.37;R$7.35;R$5.55;R$9.27;R$3.74
2017-01-09;R$11.56;R$0.35;R$7.41;R$5.44;R$9.50;R$3.73
2017-01-10;R$11.56;R$0.36;R$7.46;R$5.49;R$9.53;R$3.59
2017-01-11;R$11.65;R$0.36;R$7.44;R$5.55;R$9.44;R$3.48
2017-01-12;R$11.93;R$0.39;R$7.48;R$5.64;R$9.73;R$3.43
2017-01-13;R$11.83;R$0.40;R$7.49;R$5.56;R$9.66;R$3.26
2017-01-16;R$11.85;R$0.39;R$7.42;R$5.58;R$9.71;R$3.31
2017-01-17;R$12.19;R$0.40;R$7.64;R$5.61;R$9.72;R$3.31
2017-01-18;R$12.07;R$0.40;R$7.67;R$5.60;R$9.51;R$3.21
2017-01-19;R$12.06;R$0.40;R$7.74;R$5.59;R$9.38;R$3.19
2017-01-20;R$12.00;R$0.45;R$7.76;R$5.67;R$9.36;R$3.14
2017-01-23;R$12.28;R$0.47;R$7.76;R$5.67;R$9.51;R$3.12
2017-01-24;R$12.23;R$0.49;R$7.75;R$5.69;R$9.44;R$3.18
2017-01-26;R$12.51;R$0.48;R$7.96;R$5.60;R$9.48;R$3.15
2017-01-27;R$12.54;R$0.46;R$8.06;R$5.54;R$9.38;R$3.20
2017-01-30;R$12.32;R$0.43;R$7.92;R$5.26;R$9.21;R$3.18
2017-01-31;R$12.45;R$0.48;R$8.25;R$5.33;R$9.40;R$3.23
2017-02-01;R$12.35;R$0.47;R$8.33;R$5.33;R$9.51;R$3.27
2017-02-02;R$11.89;R$0.47;R$8.60;R$5.28;R$9.71;R$3.43
2017-02-03;R$12.18;R$0.47;R$8.78;R$5.44;R$9.79;R$3.26
2017-02-06;R$11.93;R$0.52;R$8.63;R$5.30;R$9.63;R$3.43
2017-02-07;R$11.91;R$0.52;R$8.58;R$5.21;R$9.68;R$3.42
2017-02-08;R$12.13;R$0.51;R$8.74;R$5.35;R$9.85;R$3.41
2017-02-09;R$12.20;R$0.51;R$8.94;R$5.34;R$9.69;R$3.58
2017-02-10;R$12.38;R$0.52;R$9.05;R$5.52;R$9.68;R$3.69
2017-02-13;R$12.42;R$0.57;R$8.87;R$5.54;R$9.78;R$3.73
2017-02-14;R$12.34;R$0.56;R$8.87;R$5.61;R$9.62;R$3.68
2017-02-15;R$12.61;R$0.57;R$8.94;R$5.62;R$9.63;R$3.60
2017-02-16;R$12.57;R$0.58;R$8.99;R$5.62;R$9.68;R$3.63
2017-02-17;R$12.54;R$0.61;R$9.04;R$5.53;R$9.69;R$3.64
2017-02-20;R$12.59;R$0.66;R$9.14;R$5.64;R$9.65;R$3.82
2017-02-21;R$12.94;R$0.71;R$9.27;R$5.71;R$9.73;R$4.00
2017-02-22;R$13.03;R$0.72;R$9.25;R$5.57;R$9.45;R$3.95
2017-02-23;R$12.83;R$0.76;R$9.20;R$5.52;R$9.41;R$3.94
2017-02-24;R$12.73;R$0.78;R$9.23;R$5.38;R$9.56;R$4.02
2017-03-01;R$12.62;R$0.80;R$9.20;R$5.50;R$9.55;R$4.13
2017-03-02;R$12.58;R$0.74;R$9.05;R$5.36;R$9.62;R$3.89
2017-03-03;R$12.88;R$0.73;R$9.20;R$5.43;R$9.72;R$3.87
2017-03-06;R$12.75;R$0.73;R$9.54;R$5.35;R$9.73;R$3.87
2017-03-07;R$12.58;R$0.69;R$9.44;R$5.38;R$9.71;R$3.86
2017-03-08;R$12.37;R$0.66;R$9.43;R$5.16;R$9.46;R$3.84
2017-03-09;R$12.26;R$0.69;R$9.86;R$5.14;R$9.22;R$3.78
2017-03-10;R$12.19;R$0.64;R$9.86;R$5.07;R$9.30;R$3.92
2017-03-13;R$12.34;R$0.63;R$9.96;R$5.10;R$9.50;R$4.18
2017-03-14;R$12.24;R$0.64;R$10.03;R$4.82;R$9.27;R$4.37
2017-03-15;R$12.46;R$0.66;R$10.34;R$5.03;R$9.21;R$4.13
2017-03-16;R$12.40;R$0.73;R$10.11;R$4.86;R$9.26;R$4.13
2017-03-17;R$12.02;R$0.69;R$10.13;R$4.67;R$9.04;R$4.00
2017-03-20;R$12.23;R$0.73;R$10.27;R$4.82;R$9.15;R$4.11
2017-03-21;R$11.87;R$0.69;R$9.84;R$4.61;R$9.03;R$3.96
2017-03-22;R$11.91;R$0.68;R$9.72;R$4.84;R$9.02;R$3.88
2017-03-23;R$11.93;R$0.70;R$9.87;R$4.81;R$9.25;R$4.02
2017-03-24;R$12.10;R$0.68;R$9.85;R$4.78;R$9.30;R$3.76
2017-03-27;R$12.20;R$0.68;R$9.81;R$4.88;R$9.27;R$3.58
2017-03-28;R$12.27;R$0.66;R$9.60;R$4.95;R$9.31;R$3.58
2017-03-29;R$12.52;R$0.67;R$9.90;R$5.12;R$9.44;R$3.70
2017-03-30;R$12.44;R$0.67;R$9.75;R$5.12;R$9.30;R$3.66
2017-03-31;R$12.34;R$0.66;R$9.54;R$5.14;R$9.31;R$3.62
2017-04-03;R$12.41;R$0.68;R$9.62;R$5.20;R$9.51;R$3.79
2017-04-04;R$12.50;R$0.69;R$9.81;R$5.27;R$9.54;R$3.77
2017-04-05;R$12.24;R$0.70;R$9.55;R$5.17;R$9.40;R$3.63
2017-04-06;R$12.12;R$0.70;R$9.77;R$5.15;R$9.16;R$3.78
2017-04-07;R$12.14;R$0.70;R$9.93;R$5.21;R$9.42;R$3.73
2017-04-10;R$12.22;R$0.69;R$9.98;R$5.30;R$9.13;R$3.97
2017-04-11;R$12.25;R$0.70;R$9.93;R$5.21;R$9.13;R$3.98
2017-04-12;R$12.13;R$0.67;R$9.87;R$5.19;R$9.15;R$4.23
2017-04-13;R$11.76;R$0.64;R$9.80;R$4.99;R$9.15;R$4.23
2017-04-17;R$12.28;R$0.71;R$10.31;R$5.06;R$9.12;R$4.18
2017-04-18;R$12.21;R$0.73;R$10.23;R$5.00;R$8.95;R$4.37
2017-04-19;R$12.09;R$0.77;R$9.95;R$4.82;R$8.88;R$4.33
2017-04-20;R$11.88;R$0.80;R$10.25;R$4.92;R$8.84;R$4.28
2017-04-24;R$12.10;R$0.78;R$10.19;R$4.97;R$8.52;R$4.18
2017-04-25;R$12.21;R$0.78;R$10.49;R$5.08;R$8.68;R$4.18
2017-04-26;R$12.41;R$0.79;R$10.39;R$4.96;R$8.86;R$4.18
2017-04-27;R$12.78;R$0.83;R$10.35;R$4.87;R$8.94;R$4.32
2017-04-28;R$12.74;R$0.83;R$10.58;R$4.95;R$8.87;R$4.48
2017-05-02;R$13.09;R$0.86;R$10.58;R$4.96;R$8.93;R$4.95
2017-05-03;R$13.08;R$0.86;R$10.66;R$5.02;R$8.87;R$4.97
2017-05-04;R$12.89;R$0.85;R$10.33;R$4.82;R$8.60;R$4.72
2017-05-05;R$12.90;R$0.97;R$10.16;R$5.04;R$8.87;R$4.68
2017-05-08;R$12.89;R$0.99;R$9.99;R$4.99;R$8.83;R$5.06
2017-05-09;R$13.01;R$1.02;R$10.06;R$5.01;R$8.88;R$4.96
2017-05-10;R$13.20;R$1.05;R$10.25;R$5.22;R$8.97;R$4.98
2017-05-11;R$13.28;R$0.99;R$10.00;R$5.25;R$9.00;R$4.93
2017-05-12;R$13.41;R$0.99;R$9.93;R$5.48;R$9.07;R$4.73
2017-05-15;R$13.44;R$1.02;R$10.09;R$5.56;R$9.23;R$4.58
2017-05-16;R$13.46;R$1.06;R$9.95;R$5.57;R$9.30;R$4.52
2017-05-17;R$13.19;R$1.05;R$9.87;R$5.53;R$9.17;R$4.39
2017-05-18;R$11.46;R$0.88;R$9.05;R$4.66;R$8.92;R$3.98
2017-05-19;R$11.65;R$0.93;R$9.27;R$4.83;R$8.76;R$4.10
2017-05-22;R$11.32;R$0.83;R$8.93;R$4.75;R$8.74;R$3.98
2017-05-23;R$11.40;R$0.91;R$9.03;R$4.78;R$8.92;R$3.83
2017-05-24;R$11.53;R$0.94;R$9.04;R$4.98;R$8.98;R$3.84
2017-05-25;R$11.45;R$0.93;R$9.06;R$4.87;R$8.95;R$3.80
2017-05-26;R$11.71;R$0.96;R$9.22;R$4.85;R$8.97;R$3.82
2017-05-29;R$11.71;R$0.96;R$9.22;R$4.85;R$8.97;R$3.82
2017-05-30;R$11.78;R$0.97;R$9.05;R$4.74;R$9.25;R$3.65
2017-05-31;R$11.55;R$0.94;R$8.79;R$4.60;R$9.23;R$3.67
2017-06-01;R$11.49;R$0.93;R$8.82;R$4.55;R$9.27;R$3.69
2017-06-02;R$11.33;R$0.90;R$8.93;R$4.63;R$9.28;R$3.80
