Date;MRVE3.SA;TRPL4.SA;PETR4.SA;VIIA3.SA;MGLU3.SA;BBDC4.SA
2020-01-08;R$22.90;R$12.26;R$19.58;R$11.66;R$16.87;R$11.60
2020-01-09;R$22.54;R$12.70;R$19.44;R$11.62;R$16.81;R$11.66
2020-01-10;R$22.13;R$12.63;R$19.25;R$11.57;R$16.94;R$11.70
2020-01-13;R$22.36;R$13.22;R$19.54;R$11.59;R$17.17;R$12.70
2020-01-14;R$22.34;R$13.17;R$19.97;R$11.47;R$17.14;R$13.35
2020-01-15;R$21.95;R$13.09;R$19.66;R$11.29;R$17.15;R$13.55
2020-01-16;R$22.26;R$13.04;R$19.58;R$11.28;R$17.48;R$13.59
2020-01-17;R$22.78;R$13.25;R$19.65;R$11.41;R$17.72;R$13.73
2020-01-20;R$22.34;R$13.66;R$20.19;R$11.47;R$17.93;R$14.01
2020-01-21;R$21.59;R$13.63;R$19.61;R$11.32;R$17.96;R$14.32
2020-01-22;R$21.67;R$13.58;R$19.76;R$11.19;R$17.81;R$15.00
2020-01-23;R$22.24;R$13.80;R$19.70;R$11.33;R$17.80;R$15.16
2020-01-24;R$22.07;R$13.69;R$19.61;R$11.20;R$17.71;R$15.00
2020-01-27;R$21.57;R$13.12;R$18.27;R$10.71;R$17.35;R$13.90
2020-01-28;R$21.59;R$13.90;R$18.22;R$11.01;R$17.44;R$14.64
2020-01-29;R$21.28;R$13.97;R$19.07;R$11.03;R$17.29;R$14.45
2020-01-30;R$21.50;R$13.78;R$19.19;R$11.06;R$17.12;R$14.65
2020-01-31;R$21.14;R$13.61;R$18.90;R$10.87;R$17.02;R$14.00
2020-02-03;R$21.27;R$13.79;R$18.64;R$10.77;R$17.12;R$14.49
2020-02-04;R$21.28;R$14.06;R$19.16;R$10.94;R$17.32;R$14.95
2020-02-05;R$21.69;R$13.97;R$19.57;R$10.85;R$17.15;R$15.14
2020-02-06;R$21.44;R$13.61;R$19.11;R$11.15;R$17.02;R$14.85
2020-02-07;R$21.69;R$13.22;R$18.14;R$11.06;R$16.74;R$14.32
2020-02-10;R$21.92;R$12.77;R$17.94;R$11.13;R$16.67;R$13.79
2020-02-11;R$22.11;R$13.23;R$18.26;R$11.27;R$16.99;R$14.62
2020-02-12;R$21.82;R$13.64;R$18.52;R$11.52;R$17.17;R$14.99
2020-02-13;R$21.40;R$13.91;R$18.59;R$11.36;R$17.07;R$15.01
2020-02-14;R$20.92;R$13.74;R$18.08;R$11.24;R$17.04;R$14.73
2020-02-17;R$20.74;R$14.35;R$18.12;R$11.22;R$17.39;R$15.10
2020-02-18;R$20.66;R$14.20;R$18.29;R$11.37;R$17.34;R$14.97
2020-02-19;R$20.96;R$14.11;R$18.47;R$11.68;R$17.48;R$15.90
2020-02-20;R$20.66;R$13.79;R$18.53;R$11.43;R$17.16;R$15.95
2020-02-21;R$20.49;R$13.77;R$18.58;R$11.14;R$17.21;R$16.64
2020-02-26;R$19.39;R$12.90;R$17.38;R$10.02;R$16.68;R$15.00
2020-02-27;R$19.31;R$12.25;R$16.46;R$9.67;R$16.64;R$14.08
2020-02-28;R$19.67;R$12.32;R$17.65;R$9.68;R$16.90;R$13.81
2020-03-02;R$19.93;R$12.81;R$17.50;R$10.14;R$17.16;R$14.34
2020-03-03;R$19.42;R$12.89;R$16.91;R$9.96;R$17.01;R$14.37
2020-03-04;R$19.63;R$12.79;R$17.25;R$10.28;R$18.02;R$14.98
2020-03-05;R$18.99;R$11.65;R$15.64;R$9.67;R$17.37;R$13.96
2020-03-06;R$18.44;R$11.05;R$15.67;R$8.73;R$17.21;R$11.56
2020-03-09;R$17.12;R$9.84;R$13.90;R$6.13;R$16.56;R$9.58
2020-03-10;R$17.53;R$11.46;R$15.02;R$6.71;R$16.55;R$11.62
2020-03-11;R$16.11;R$10.51;R$14.29;R$6.06;R$15.88;R$11.00
2020-03-12;R$13.95;R$8.29;R$11.41;R$4.82;R$14.80;R$8.50
2020-03-13;R$16.30;R$10.24;R$12.65;R$5.89;R$15.53;R$9.71
2020-03-16;R$13.98;R$8.31;R$11.53;R$5.00;R$14.68;R$7.56
2020-03-17;R$15.10;R$8.67;R$11.65;R$4.97;R$14.93;R$7.04
2020-03-18;R$13.34;R$7.03;R$9.31;R$4.31;R$13.55;R$4.82
2020-03-19;R$13.38;R$7.45;R$9.70;R$4.67;R$13.89;R$5.11
2020-03-20;R$12.40;R$7.47;R$10.47;R$4.59;R$13.81;R$4.97
2020-03-23;R$11.39;R$7.37;R$9.38;R$4.40;R$13.35;R$4.41
2020-03-24;R$13.11;R$8.94;R$10.90;R$5.06;R$13.85;R$5.01
2020-03-25;R$14.09;R$9.75;R$11.87;R$5.47;R$14.64;R$5.71
2020-03-26;R$14.38;R$10.03;R$12.90;R$5.50;R$15.60;R$5.70
2020-03-27;R$13.45;R$9.51;R$12.32;R$5.08;R$15.13;R$5.70
2020-03-30;R$13.87;R$10.14;R$11.81;R$5.11;R$14.85;R$5.45
2020-03-31;R$13.39;R$9.51;R$11.09;R$5.35;R$14.54;R$5.28
2020-04-01;R$12.80;R$9.14;R$9.96;R$5.47;R$13.98;R$4.65
2020-04-02;R$12.87;R$8.75;R$10.33;R$5.93;R$14.61;R$4.38
2020-04-03;R$12.40;R$8.67;R$10.17;R$5.86;R$14.91;R$4.10
2020-04-06;R$13.57;R$9.32;R$10.84;R$6.03;R$15.18;R$4.36
2020-04-07;R$14.08;R$9.78;R$11.21;R$6.27;R$14.84;R$4.42
2020-04-08;R$14.45;R$10.23;R$11.69;R$6.62;R$14.61;R$5.03
2020-04-09;R$14.45;R$10.16;R$12.10;R$6.43;R$14.70;R$5.15
2020-04-13;R$14.82;R$10.22;R$12.04;R$6.47;R$14.69;R$5.43
2020-04-14;R$14.98;R$10.64;R$12.13;R$6.39;R$15.33;R$6.09
2020-04-15;R$14.55;R$10.88;R$12.17;R$6.26;R$15.42;R$6.32
2020-04-16;R$14.18;R$11.31;R$12.09;R$6.01;R$15.30;R$6.41
2020-04-17;R$14.45;R$11.06;R$12.10;R$6.16;R$14.82;R$6.48
2020-04-20;R$13.98;R$12.03;R$12.41;R$6.10;R$14.70;R$6.59
2020-04-22;R$13.93;R$12.54;R$13.23;R$6.40;R$15.19;R$7.40
2020-04-23;R$13.74;R$12.27;R$12.84;R$6.48;R$15.29;R$7.36
2020-04-24;R$12.66;R$11.76;R$11.78;R$6.10;R$14.56;R$6.38
2020-04-27;R$13.03;R$12.28;R$12.41;R$6.29;R$14.86;R$7.57
2020-04-28;R$14.18;R$12.85;R$13.38;R$6.59;R$15.10;R$9.04
2020-04-29;R$14.65;R$12.56;R$14.18;R$6.96;R$15.06;R$9.18
2020-04-30;R$13.59;R$12.33;R$13.72;R$6.90;R$15.07;R$9.18
2020-05-04;R$12.99;R$12.76;R$13.44;R$6.64;R$14.74;R$9.50
2020-05-05;R$13.00;R$12.46;R$13.28;R$6.86;R$14.78;R$9.70
2020-05-06;R$12.73;R$13.68;R$13.13;R$6.60;R$14.69;R$10.01
2020-05-07;R$12.19;R$14.09;R$12.63;R$6.67;R$14.62;R$9.74
2020-05-08;R$12.73;R$13.78;R$12.53;R$7.06;R$14.90;R$8.85
2020-05-11;R$12.54;R$13.63;R$12.51;R$6.94;R$14.50;R$8.88
2020-05-12;R$12.15;R$13.60;R$12.34;R$6.93;R$14.52;R$8.55
2020-05-13;R$12.04;R$13.67;R$11.98;R$6.72;R$14.67;R$9.14
2020-05-14;R$12.70;R$13.77;R$12.24;R$6.65;R$14.66;R$9.02
2020-05-15;R$12.16;R$13.68;R$12.32;R$6.55;R$14.61;R$8.68
2020-05-18;R$12.80;R$13.83;R$14.02;R$7.09;R$15.08;R$8.87
2020-05-19;R$12.42;R$14.53;R$13.71;R$7.14;R$14.88;R$9.29
2020-05-20;R$12.55;R$14.12;R$13.65;R$7.38;R$14.81;R$9.16
2020-05-21;R$13.24;R$14.46;R$13.84;R$7.33;R$15.26;R$9.49
2020-05-22;R$13.32;R$14.30;R$13.52;R$7.14;R$15.44;R$9.70
2020-05-25;R$14.27;R$14.99;R$15.16;R$7.45;R$15.73;R$11.21
2020-05-26;R$13.65;R$16.00;R$14.79;R$7.52;R$15.84;R$11.57
2020-05-27;R$13.88;R$16.71;R$15.05;R$7.62;R$16.04;R$12.18
2020-05-28;R$13.57;R$16.19;R$14.27;R$7.56;R$16.28;R$12.58
2020-05-29;R$13.47;R$15.97;R$13.74;R$7.77;R$16.13;R$12.40
2020-06-01;R$14.07;R$15.80;R$14.30;R$7.77;R$16.29;R$13.43
2020-06-02;R$14.70;R$15.33;R$15.08;R$8.18;R$16.49;R$13.28
2020-06-03;R$15.36;R$15.48;R$15.92;R$8.21;R$15.84;R$13.48
2020-06-04;R$15.58;R$15.01;R$15.56;R$8.19;R$15.78;R$13.95
2020-06-05;R$15.86;R$14.75;R$15.84;R$8.45;R$15.85;R$14.85
2020-06-08;R$16.69;R$15.48;R$16.30;R$8.61;R$15.96;R$15.50
2020-06-09;R$16.32;R$15.48;R$15.53;R$8.30;R$16.10;R$14.97
2020-06-10;R$15.56;R$16.03;R$15.29;R$8.18;R$15.98;R$14.95
2020-06-12;R$15.38;R$15.87;R$14.81;R$7.87;R$15.68;R$14.64
2020-06-15;R$15.04;R$16.34;R$15.28;R$7.91;R$15.67;R$15.62
2020-06-16;R$15.67;R$16.38;R$15.26;R$8.17;R$15.70;R$15.15
2020-06-17;R$15.92;R$16.67;R$15.51;R$8.19;R$15.90;R$15.14
2020-06-18;R$15.86;R$17.29;R$15.20;R$8.26;R$15.88;R$15.13
2020-06-19;R$15.90;R$17.72;R$16.06;R$8.21;R$15.81;R$15.18
2020-06-22;R$15.35;R$17.59;R$16.11;R$8.01;R$15.94;R$14.90
2020-06-23;R$15.33;R$17.43;R$16.54;R$8.27;R$15.84;R$15.03
2020-06-24;R$14.83;R$17.32;R$16.16;R$8.03;R$15.75;R$14.58
2020-06-25;R$15.19;R$17.29;R$16.22;R$8.21;R$15.87;R$14.55
2020-06-26;R$14.72;R$17.21;R$15.73;R$7.97;R$15.74;R$14.29
2020-06-29;R$15.23;R$17.47;R$16.14;R$8.28;R$15.98;R$15.38
2020-06-30;R$14.72;R$17.78;R$16.30;R$8.24;R$16.22;R$15.31
2020-07-01;R$15.05;R$17.94;R$16.98;R$8.30;R$16.53;R$15.99
2020-07-02;R$15.10;R$17.39;R$16.80;R$8.43;R$16.49;R$15.39
2020-07-03;R$15.20;R$17.86;R$17.46;R$8.40;R$16.60;R$15.55
2020-07-06;R$16.12;R$17.86;R$17.27;R$8.60;R$16.86;R$15.96
2020-07-07;R$15.45;R$18.54;R$17.51;R$8.50;R$16.40;R$15.86
2020-07-08;R$15.98;R$19.03;R$18.30;R$8.66;R$16.67;R$16.37
2020-07-09;R$15.63;R$19.70;R$18.40;R$8.46;R$16.44;R$17.55
2020-07-10;R$15.85;R$19.89;R$19.54;R$8.60;R$16.48;R$17.62
2020-07-13;R$15.63;R$19.97;R$19.02;R$8.47;R$16.30;R$17.65
2020-07-14;R$15.90;R$19.97;R$18.90;R$8.75;R$16.40;R$17.75
2020-07-15;R$16.16;R$20.22;R$18.52;R$8.92;R$16.58;R$18.45
2020-07-16;R$15.87;R$19.89;R$18.75;R$8.68;R$16.58;R$19.00
2020-07-17;R$15.95;R$20.35;R$18.81;R$8.69;R$16.45;R$19.72
2020-07-20;R$16.10;R$21.59;R$19.24;R$8.69;R$16.76;R$21.17
2020-07-21;R$16.54;R$20.92;R$18.71;R$8.93;R$16.84;R$20.62
2020-07-22;R$16.25;R$21.00;R$18.56;R$8.81;R$16.91;R$21.29
2020-07-23;R$16.02;R$19.95;R$18.04;R$8.63;R$16.71;R$19.80
2020-07-24;R$16.12;R$19.77;R$17.65;R$8.69;R$16.80;R$19.54
2020-07-27;R$16.86;R$19.69;R$17.81;R$8.87;R$17.12;R$18.91
2020-07-28;R$16.74;R$19.95;R$17.80;R$8.71;R$16.92;R$20.41
2020-07-29;R$17.27;R$19.90;R$18.08;R$8.86;R$16.88;R$20.12
2020-07-30;R$16.67;R$20.67;R$17.89;R$8.72;R$17.12;R$20.20
2020-07-31;R$15.97;R$20.05;R$17.34;R$8.48;R$17.73;R$19.52
2020-08-03;R$15.80;R$20.61;R$16.72;R$8.33;R$17.57;R$20.11
2020-08-04;R$15.48;R$20.59;R$16.83;R$8.32;R$17.24;R$19.86
2020-08-05;R$15.55;R$20.71;R$17.08;R$8.86;R$17.18;R$20.00
2020-08-06;R$15.65;R$21.44;R$17.20;R$8.87;R$17.51;R$19.59
2020-08-07;R$15.56;R$21.37;R$16.80;R$8.71;R$17.45;R$19.03
2020-08-10;R$15.70;R$20.45;R$16.58;R$8.96;R$17.35;R$19.17
2020-08-11;R$15.57;R$20.21;R$16.26;R$8.82;R$17.34;R$18.74
2020-08-12;R$15.43;R$19.98;R$16.08;R$8.97;R$17.30;R$18.16
2020-08-13;R$15.10;R$20.08;R$16.21;R$8.73;R$17.32;R$18.78
2020-08-14;R$15.13;R$20.40;R$16.58;R$8.66;R$17.34;R$18.60
2020-08-17;R$14.68;R$20.38;R$15.80;R$8.64;R$17.31;R$17.54
2020-08-18;R$14.84;R$22.34;R$17.03;R$8.80;R$17.39;R$18.97
2020-08-19;R$14.78;R$22.39;R$16.58;R$8.75;R$17.38;R$19.28
2020-08-20;R$14.75;R$21.80;R$16.86;R$8.69;R$17.25;R$19.55
2020-08-21;R$14.75;R$21.80;R$17.45;R$8.62;R$17.14;R$19.74
2020-08-24;R$15.08;R$21.73;R$17.31;R$8.78;R$17.21;R$20.35
2020-08-25;R$15.08;R$21.96;R$17.15;R$8.74;R$17.13;R$20.70
2020-08-26;R$14.77;R$22.50;R$16.79;R$8.49;R$17.00;R$20.29
2020-08-27;R$14.99;R$22.95;R$16.47;R$8.47;R$16.74;R$20.36
2020-08-28;R$15.30;R$23.60;R$16.52;R$8.61;R$16.95;R$20.22
2020-08-31;R$14.78;R$23.26;R$16.28;R$8.37;R$16.86;R$20.50
2020-09-01;R$15.08;R$23.79;R$16.59;R$8.74;R$16.76;R$20.47
2020-09-02;R$15.06;R$23.34;R$16.52;R$8.71;R$16.87;R$20.61
2020-09-03;R$15.65;R$22.09;R$16.50;R$8.74;R$16.72;R$19.19
2020-09-04;R$15.67;R$22.15;R$16.24;R$8.76;R$16.76;R$18.90
2020-09-08;R$15.42;R$21.88;R$16.21;R$8.51;R$16.89;R$18.15
2020-09-09;R$15.38;R$22.76;R$16.50;R$8.69;R$16.99;R$18.51
2020-09-10;R$14.87;R$22.02;R$16.12;R$8.45;R$16.72;R$18.02
2020-09-11;R$14.59;R$21.85;R$15.67;R$8.36;R$16.57;R$17.96
2020-09-14;R$14.76;R$22.54;R$16.22;R$8.29;R$16.60;R$18.37
2020-09-15;R$14.60;R$22.36;R$15.96;R$8.28;R$16.60;R$18.55
2020-09-16;R$14.63;R$22.25;R$15.84;R$8.31;R$16.61;R$18.16
2020-09-17;R$14.67;R$21.74;R$15.42;R$8.47;R$16.65;R$18.08
2020-09-18;R$14.32;R$21.75;R$14.74;R$8.27;R$16.76;R$17.43
2020-09-21;R$14.11;R$22.14;R$14.58;R$7.99;R$17.02;R$17.45
2020-09-22;R$14.19;R$22.33;R$15.13;R$7.95;R$17.15;R$17.58
2020-09-23;R$13.86;R$21.58;R$14.84;R$7.73;R$17.18;R$16.93
2020-09-24;R$14.12;R$22.29;R$15.04;R$7.80;R$17.59;R$17.04
2020-09-25;R$14.11;R$22.62;R$14.95;R$7.69;R$17.33;R$17.72
2020-09-28;R$14.06;R$21.83;R$14.22;R$7.50;R$17.11;R$17.29
2020-09-29;R$13.73;R$21.83;R$14.27;R$7.38;R$17.02;R$16.97
2020-09-30;R$13.84;R$22.26;R$14.57;R$7.50;R$17.14;R$17.35
2020-10-01;R$13.91;R$22.93;R$15.15;R$7.59;R$17.30;R$17.87
2020-10-02;R$14.02;R$21.97;R$14.92;R$7.27;R$17.03;R$17.31
2020-10-05;R$14.22;R$22.50;R$14.87;R$7.66;R$17.09;R$17.87
2020-10-06;R$14.17;R$22.29;R$15.01;R$7.62;R$17.01;R$18.17
2020-10-07;R$14.02;R$22.20;R$15.17;R$7.56;R$16.99;R$17.91
2020-10-08;R$14.74;R$22.93;R$15.23;R$7.81;R$17.17;R$18.39
2020-10-09;R$14.80;R$24.49;R$16.52;R$7.57;R$16.90;R$18.91
2020-10-13;R$14.89;R$25.95;R$16.16;R$7.69;R$17.17;R$19.44
2020-10-14;R$14.90;R$25.63;R$16.32;R$7.63;R$17.46;R$19.27
2020-10-15;R$14.80;R$25.46;R$16.77;R$7.55;R$17.39;R$19.46
2020-10-16;R$14.51;R$25.75;R$16.79;R$7.39;R$17.46;R$19.37
2020-10-19;R$14.71;R$25.64;R$16.72;R$7.46;R$17.46;R$19.23
2020-10-20;R$15.35;R$25.99;R$17.43;R$7.71;R$17.88;R$19.92
2020-10-21;R$15.50;R$26.17;R$17.15;R$7.71;R$17.78;R$20.13
2020-10-22;R$16.22;R$26.05;R$16.83;R$7.97;R$18.01;R$20.17
2020-10-23;R$16.15;R$25.87;R$16.88;R$7.86;R$18.02;R$20.29
2020-10-26;R$16.35;R$25.43;R$16.58;R$7.74;R$18.16;R$19.61
2020-10-27;R$15.89;R$25.41;R$16.44;R$7.60;R$18.69;R$18.88
2020-10-28;R$14.99;R$24.59;R$15.98;R$7.14;R$18.64;R$17.49
2020-10-29;R$14.84;R$25.32;R$16.21;R$7.37;R$18.60;R$18.25
2020-10-30;R$14.39;R$24.59;R$15.56;R$7.24;R$18.49;R$17.16
2020-11-03;R$14.88;R$24.95;R$15.67;R$7.51;R$19.17;R$17.12
2020-11-04;R$14.78;R$26.14;R$16.55;R$7.54;R$19.79;R$18.06
2020-11-05;R$15.00;R$27.40;R$16.85;R$7.60;R$20.11;R$19.12
2020-11-06;R$14.97;R$27.28;R$17.04;R$7.55;R$20.46;R$19.22
2020-11-09;R$16.39;R$26.40;R$17.90;R$8.26;R$20.82;R$18.54
2020-11-10;R$17.45;R$25.18;R$18.31;R$8.82;R$21.00;R$17.84
2020-11-11;R$17.38;R$25.53;R$17.96;R$8.74;R$20.90;R$18.84
2020-11-12;R$16.69;R$25.44;R$17.19;R$8.37;R$20.81;R$17.76
2020-11-13;R$17.28;R$25.06;R$18.39;R$8.65;R$21.07;R$17.85
2020-11-16;R$18.05;R$24.81;R$19.29;R$8.90;R$21.37;R$17.82
2020-11-17;R$18.15;R$24.69;R$18.59;R$9.05;R$21.33;R$17.87
2020-11-18;R$17.59;R$24.50;R$18.15;R$9.00;R$21.14;R$17.62
2020-11-19;R$17.60;R$24.60;R$17.85;R$9.10;R$21.24;R$17.94
2020-11-23;R$17.49;R$23.38;R$18.33;R$9.59;R$21.23;R$17.80
2020-11-24;R$18.28;R$23.66;R$18.52;R$10.02;R$21.41;R$18.44
2020-11-25;R$18.04;R$23.96;R$18.34;R$10.03;R$21.62;R$18.70
2020-11-26;R$17.75;R$24.21;R$18.17;R$9.87;R$21.72;R$19.21
2020-11-27;R$17.60;R$24.15;R$18.06;R$9.75;R$21.84;R$18.49
2020-11-30;R$17.36;R$23.34;R$17.48;R$9.52;R$21.85;R$17.75
2020-12-01;R$18.33;R$22.84;R$18.37;R$9.78;R$21.68;R$17.15
2020-12-02;R$18.53;R$23.01;R$18.15;R$9.90;R$21.37;R$17.12
2020-12-03;R$18.29;R$23.26;R$19.04;R$10.18;R$21.64;R$17.21
2020-12-04;R$18.45;R$23.62;R$18.39;R$10.52;R$21.68;R$17.51
2020-12-07;R$18.57;R$23.76;R$18.06;R$10.32;R$22.33;R$17.43
2020-12-08;R$18.35;R$24.91;R$18.34;R$10.19;R$22.19;R$17.70
2020-12-09;R$18.40;R$23.94;R$18.17;R$10.30;R$22.20;R$17.21
2020-12-10;R$19.15;R$23.36;R$17.95;R$10.63;R$22.56;R$17.02
2020-12-11;R$19.00;R$22.95;R$18.09;R$10.54;R$22.98;R$16.82
2020-12-14;R$18.90;R$24.01;R$18.54;R$10.56;R$23.18;R$16.83
2020-12-15;R$18.90;R$24.57;R$18.85;R$10.64;R$23.16;R$17.02
2020-12-16;R$19.33;R$24.92;R$18.92;R$10.77;R$23.19;R$17.10
2020-12-17;R$19.43;R$24.50;R$18.52;R$10.79;R$23.05;R$16.97
2020-12-18;R$19.46;R$24.48;R$18.14;R$10.74;R$22.95;R$16.82
2020-12-21;R$18.99;R$24.96;R$17.66;R$10.33;R$22.72;R$16.15
2020-12-22;R$19.38;R$25.12;R$17.71;R$10.43;R$22.79;R$15.94
2020-12-23;R$19.82;R$24.93;R$17.56;R$10.68;R$23.00;R$16.13
2020-12-28;R$20.01;R$25.21;R$17.69;R$10.77;R$23.16;R$16.59
2020-12-29;R$19.98;R$25.24;R$17.73;R$10.80;R$23.47;R$16.58
2020-12-30;R$19.70;R$24.93;R$17.50;R$10.83;R$23.01;R$16.16
2021-01-04;R$19.18;R$25.18;R$17.30;R$11.05;R$22.95;R$16.17
2021-01-05;R$19.07;R$24.74;R$17.19;R$11.48;R$22.80;R$16.22
2021-01-06;R$19.70;R$23.44;R$16.69;R$11.50;R$22.66;R$15.49
2021-01-07;R$20.22;R$23.14;R$16.58;R$11.85;R$22.26;R$15.08
2021-01-08;R$20.05;R$23.82;R$17.72;R$11.89;R$23.15;R$15.53
2021-01-11;R$19.69;R$23.47;R$17.26;R$11.79;R$22.74;R$15.12
2021-01-12;R$19.68;R$24.18;R$17.88;R$11.71;R$23.33;R$15.17
2021-01-13;R$19.38;R$24.00;R$18.66;R$11.14;R$23.38;R$14.85
2021-01-14;R$19.97;R$23.71;R$19.12;R$11.26;R$23.37;R$14.90
2021-01-15;R$19.42;R$23.94;R$18.75;R$10.75;R$23.27;R$14.58
2021-01-18;R$19.49;R$24.43;R$18.54;R$10.73;R$23.22;R$14.54
2021-01-19;R$19.17;R$24.06;R$18.42;R$10.97;R$23.14;R$14.32
2021-01-20;R$18.77;R$25.40;R$18.40;R$10.78;R$22.78;R$14.57
2021-01-21;R$18.51;R$25.47;R$17.82;R$10.53;R$22.60;R$14.26
2021-01-22;R$18.16;R$25.97;R$17.76;R$10.35;R$22.42;R$14.19
2021-01-26;R$17.73;R$25.73;R$17.42;R$10.32;R$22.27;R$14.52
2021-01-27;R$17.98;R$25.77;R$17.55;R$10.47;R$22.36;R$14.16
2021-01-28;R$18.54;R$26.17;R$18.30;R$10.61;R$22.28;R$15.29
2021-01-29;R$17.97;R$25.25;R$17.73;R$10.20;R$21.80;R$14.69
2021-02-01;R$18.34;R$24.91;R$18.03;R$10.52;R$22.06;R$14.38
2021-02-02;R$18.27;R$25.28;R$18.10;R$10.95;R$21.79;R$15.28
2021-02-03;R$18.35;R$25.63;R$18.85;R$11.06;R$21.93;R$15.08
2021-02-04;R$18.91;R$25.29;R$18.64;R$11.02;R$21.54;R$15.00
2021-02-05;R$18.80;R$25.83;R$18.43;R$11.02;R$21.57;R$15.08
2021-02-08;R$18.40;R$26.14;R$18.58;R$10.74;R$21.49;R$15.22
2021-02-09;R$18.50;R$26.22;R$18.28;R$10.53;R$21.32;R$14.93
2021-02-10;R$18.29;R$25.28;R$17.79;R$10.63;R$21.13;R$14.35
2021-02-11;R$18.32;R$25.63;R$18.20;R$10.73;R$20.97;R$14.60
2021-02-12;R$18.32;R$25.89;R$18.01;R$10.87;R$20.89;R$14.48
2021-02-17;R$18.30;R$25.48;R$17.70;R$11.31;R$20.56;R$14.62
2021-02-18;R$18.12;R$25.02;R$17.30;R$11.19;R$20.68;R$14.49
2021-02-19;R$17.97;R$24.92;R$17.15;R$10.45;R$20.68;R$14.00
2021-02-22;R$16.79;R$24.23;R$16.52;R$8.28;R$20.00;R$12.94
2021-02-23;R$17.59;R$24.84;R$16.49;R$9.20;R$21.22;R$13.19
2021-02-24;R$17.47;R$24.62;R$16.36;R$9.33;R$21.67;R$13.27
2021-02-25;R$17.09;R$24.03;R$16.01;R$8.86;R$21.34;R$12.61
2021-02-26;R$16.73;R$24.16;R$15.69;R$8.50;R$20.41;R$11.87
2021-03-01;R$16.18;R$24.53;R$15.42;R$8.41;R$20.09;R$12.11
2021-03-02;R$16.61;R$24.25;R$15.45;R$8.40;R$20.26;R$12.02
2021-03-03;R$16.76;R$25.10;R$15.41;R$8.10;R$20.36;R$11.92
2021-03-04;R$17.41;R$25.42;R$15.58;R$8.49;R$20.97;R$12.11
2021-03-05;R$18.23;R$25.11;R$15.94;R$8.56;R$20.94;R$12.03
2021-03-08;R$17.58;R$23.08;R$15.28;R$8.06;R$20.26;R$11.54
2021-03-09;R$17.73;R$23.37;R$14.75;R$8.25;R$20.78;R$10.98
2021-03-10;R$18.03;R$24.88;R$15.65;R$8.54;R$20.60;R$11.87
2021-03-11;R$18.34;R$24.78;R$16.07;R$8.90;R$20.57;R$12.32
2021-03-12;R$18.22;R$24.55;R$16.17;R$8.86;R$20.58;R$11.80
2021-03-15;R$18.47;R$23.70;R$16.39;R$9.04;R$21.20;R$12.24
2021-03-16;R$18.17;R$24.13;R$15.85;R$8.90;R$21.52;R$12.00
2021-03-17;R$18.92;R$23.92;R$16.72;R$9.20;R$21.42;R$12.19
2021-03-18;R$19.27;R$22.26;R$16.05;R$8.88;R$21.35;R$11.61
2021-03-19;R$19.47;R$22.27;R$16.54;R$9.17;R$21.26;R$12.16
2021-03-22;R$19.37;R$21.89;R$16.78;R$8.99;R$21.14;R$12.08
2021-03-23;R$19.16;R$21.49;R$16.29;R$8.71;R$21.20;R$12.11
2021-03-24;R$18.96;R$20.36;R$15.79;R$8.72;R$20.64;R$11.44
2021-03-25;R$19.38;R$20.29;R$16.33;R$8.87;R$20.95;R$12.04
2021-03-26;R$19.51;R$19.97;R$16.37;R$8.97;R$21.86;R$11.97
2021-03-29;R$19.59;R$19.64;R$16.16;R$9.11;R$22.44;R$11.81
2021-03-30;R$19.92;R$20.05;R$17.15;R$9.11;R$22.46;R$12.34
2021-03-31;R$19.49;R$20.23;R$16.98;R$9.21;R$22.31;R$12.07
2021-04-01;R$18.78;R$20.43;R$16.55;R$9.13;R$22.31;R$12.25
2021-04-05;R$18.97;R$20.41;R$16.95;R$9.19;R$22.44;R$12.52
2021-04-06;R$18.67;R$20.59;R$16.99;R$9.18;R$22.37;R$12.36
2021-04-07;R$18.47;R$20.17;R$16.75;R$9.17;R$22.40;R$12.31
2021-04-08;R$18.41;R$21.83;R$16.87;R$9.06;R$22.58;R$12.92
2021-04-09;R$18.38;R$21.65;R$17.36;R$9.04;R$22.20;R$12.47
2021-04-12;R$18.72;R$21.63;R$17.26;R$9.13;R$22.23;R$12.57
2021-04-13;R$18.60;R$22.18;R$16.79;R$9.16;R$22.29;R$12.61
2021-04-14;R$18.82;R$22.10;R$17.33;R$9.31;R$22.52;R$12.78
2021-04-15;R$18.82;R$22.18;R$17.25;R$9.12;R$22.45;R$12.83
2021-04-16;R$19.03;R$21.90;R$17.55;R$9.07;R$23.00;R$12.75
2021-04-19;R$18.95;R$21.63;R$17.22;R$9.59;R$22.99;R$12.80
2021-04-20;R$18.66;R$21.58;R$16.81;R$9.41;R$22.90;R$12.67
2021-04-22;R$18.53;R$21.13;R$16.82;R$9.37;R$22.83;R$12.63
2021-04-23;R$18.88;R$21.71;R$16.94;R$9.36;R$22.90;R$13.12
2021-04-26;R$18.89;R$21.69;R$16.71;R$9.39;R$22.75;R$12.85
2021-04-27;R$18.72;R$20.93;R$16.66;R$9.13;R$22.74;R$12.16
2021-04-28;R$19.73;R$20.64;R$16.45;R$9.46;R$23.08;R$12.22
2021-04-29;R$19.07;R$20.25;R$16.42;R$9.33;R$23.74;R$12.10
2021-04-30;R$19.13;R$20.02;R$16.44;R$9.33;R$23.78;R$11.83
